ride_id,rider_id,pickup_date,pickup_time,pickup_location,drop_location,fare_amount,trip_distance,wait_time,trip_duration,driver_rating,customer_rating,pickup_datetime,tip_amount,total_amount,pickup_latitude,pickup_longitude,dropoff_latitude,dropoff_longitude,driver_id,payment_type_Credit Card,payment_type_Debit Card,payment_type_UPI,payment_type_Uber Wallet,payment_type_nan,vehicle_type_Bike,vehicle_type_Go Mini,vehicle_type_Go Sedan,vehicle_type_Premier Sedan,vehicle_type_Uber XL,vehicle_type_eBike,vehicle_type_nan,booking_status_nan,pickup_hour,pickup_day_of_week,pickup_month,is_weekend,is_rush_hour,fare_per_km,fare_per_minute,speed_kmh,profitability_score,should_accept
CNR3613641,CID7942477,2024-09-01,12.64757537064197,Paschim Vihar,Nehru Place,330.0,15.63,8.1,37.4,4.2,4.8,2024-09-01 08:42:38,0,330.0,28.73967922875432,77.09010220407478,28.692994732895738,77.20192815153355,driver_57130,True,False,False,False,False,False,False,False,True,False,False,False,False,8,6,9,1,1,21.11324241118091,8.823529175841466,25.074826083166712,0.4275663260280719,1
CNR4388776,CID9226563,2024-03-19,21.24173360043327,Udyog Vihar,Nehru Place,524.0,7.09,14.2,19.8,4.4,3.1,2024-03-19 21:49:22,0,524.0,28.728385624280516,77.28764452548563,28.632937334597457,77.04795466879708,driver_40368,False,False,False,True,False,False,False,False,True,False,False,False,False,21,1,3,0,0,73.90690071834969,26.464645128048225,21.484783379444305,0.4831852150537634,1
CNR1967223,CID6258906,2024-12-11,13.833153352482231,Mundka,DLF City Court,188.0,31.76,13.0,32.6,4.9,4.3,2024-12-11 18:02:26,0,188.0,28.581121231037574,77.20540006343816,28.565044790719448,77.25190429242988,driver_24769,False,False,True,False,False,True,False,False,False,False,False,False,False,18,2,12,0,1,5.919395279616017,5.766870988746289,58.45388014623286,0.1447245519713261,0
CNR2850262,CID5380343,2024-01-06,8.758982877066897,Gurgaon Railway Station,Jhilmil,1397.0,30.3,6.1,37.2,4.9,4.2,2024-01-06 17:10:10,0,1397.0,28.60617104998506,77.1778694595427,28.660627700646813,77.17605052921702,driver_18576,False,False,True,False,False,False,False,False,False,False,False,False,False,17,5,1,1,1,46.105609039418844,37.55376243135047,48.8708889179211,0.4038273031095611,1
CNR9039354,CID6345077,2024-11-27,7.823257391080893,RK Puram,Okhla,280.0,39.67,9.5,31.4,3.7,4.1,2024-11-27 07:07:32,0,280.0,28.56840035481519,77.1301094294396,28.649747370416932,77.08898328969367,driver_63749,False,False,True,False,False,False,True,False,False,False,False,False,False,7,2,11,0,1,7.058230222883029,8.91719716824213,75.80240292534474,0.15411340378198,0
CNR9559885,CID5258964,2024-07-13,16.217837523416986,Tughlakabad,Barakhamba Road,227.0,30.11,9.0,25.9,4.2,4.1,2024-07-13 19:27:59,0,227.0,28.645595200698413,77.22347028251836,28.6495856120774,77.20886689157894,driver_7752,False,False,True,False,False,False,False,False,False,False,False,False,False,19,5,7,1,1,7.539023329823204,8.764478426081913,69.7527341635502,0.2040755760368663,0
CNR8836281,CID1196418,2024-06-12,4.683943582698441,IFFCO Chowk,Old Gurgaon,362.0,12.68,6.7,30.1,3.5,3.9,2024-06-12 12:20:06,0,362.0,28.61730834682592,77.24278561397176,28.657306250993347,77.47744698273783,driver_1247,False,False,True,False,False,False,True,False,False,False,False,False,False,12,2,6,0,0,28.548893647563595,12.026577673535623,25.275697124856222,0.4342334298318169,1
CNR6324952,CID7784953,2024-08-22,7.525824326204377,Civil Lines Gurgaon,Vatika Chowk,225.0,25.26,8.4,35.3,4.6,4.2,2024-08-22 20:47:11,0,225.0,28.59016877658048,77.29721127872043,28.736838930941556,77.24233276036428,driver_11857,False,False,True,False,False,False,False,False,False,True,False,False,False,20,3,8,0,0,8.907363067800352,6.373937496489024,42.934771215686325,0.1233327876745305,0
CNR8029725,CID6600222,2024-09-03,15.489158184817416,IGI Airport,Badarpur,119.0,17.7,7.9,43.8,3.1,5.0,2024-09-03 15:35:13,0,119.0,28.59902592852009,77.24299281802804,28.78954729277178,77.13413919199925,driver_24725,False,False,False,False,False,False,False,True,False,False,False,False,False,15,1,9,0,0,6.7231634619681655,2.716894915139386,24.24654212802448,0.1480274318579645,0
CNR5856497,CID5729134,2024-06-18,4.5698336775370665,AIIMS,Noida Film City,426.0,46.56,3.1,40.2,3.4,4.2,2024-06-18 22:36:40,0,426.0,28.509673091367738,77.2275233288109,28.56273479880975,77.18409885492221,driver_42434,False,False,True,False,False,False,False,False,False,False,False,False,False,22,1,6,0,0,9.14948433957293,10.597014661765805,69.4924335933827,0.1414219434488251,0
CNR4773207,CID3077995,2024-10-13,11.306177729248107,Pataudi Chowk,Mayur Vihar,978.0,49.55,6.1,31.6,4.7,4.1,2024-10-13 16:35:26,0,978.0,28.496494621970175,77.08328930842252,28.60392923609134,77.18883245616959,driver_26489,False,False,True,False,False,False,True,False,False,False,False,False,False,16,6,10,1,0,19.737638350400843,30.94936610919727,94.0820998441142,0.2609950450450451,1
CNR1072771,CID3973095,2024-09-21,23.512876207707933,Patel Chowk,Subhash Chowk,525.0,11.16,14.1,27.4,4.4,4.4,2024-09-21 20:14:08,0,525.0,28.6140912936021,77.05216503590977,28.748816232124224,77.08393787603478,driver_20218,False,False,False,True,False,True,False,False,False,False,False,False,False,20,5,9,1,0,47.04300653736501,19.16058324231448,24.437902690724037,0.543461881438946,1
CNR9109220,CID9516347,2024-08-12,18.68805106760544,Gurgaon Sector 29,Panchsheel Park,362.0,37.81,11.9,40.9,4.1,4.6,2024-08-12 17:30:20,0,362.0,28.427678667355117,77.12479779338891,28.560702200138177,77.1107369165865,driver_18046,False,False,False,True,False,False,False,False,False,False,False,False,False,17,0,8,0,1,9.574186469870762,8.850855529318936,55.46691129548466,0.1790325730101164,0
CNR2657891,CID3697958,2024-05-15,12.85995834660783,Gwal Pahari,Rohini East,655.0,30.4,7.1,32.7,3.2,4.8,2024-05-15 07:39:37,0,655.0,28.422039622525197,77.2031883079717,28.451077006019563,77.33926624548155,driver_57977,False,False,True,False,False,False,False,False,False,False,False,False,False,7,2,5,0,1,21.54605192282724,20.030580427199375,55.77971416566207,0.2763642495334577,1
CNR6529700,CID9764853,2024-08-19,19.97106613421816,Sadar Bazar Gurgaon,Tis Hazari,125.0,28.67,12.1,37.3,4.4,5.0,2024-08-19 14:28:34,0,125.0,28.852964813433587,77.22287271700908,28.56352019311613,77.18811569891399,driver_21584,False,False,True,False,False,False,False,False,False,False,False,False,False,14,0,8,0,0,4.359957992327939,3.3512063444716804,46.11788828221725,0.0665720241463874,0
CNR8718506,CID8328324,2024-12-04,18.855852240050176,Vatika Chowk,Punjabi Bagh,695.0,16.31,11.9,24.6,4.4,3.7,2024-12-04 16:54:31,0,695.0,28.606408666823576,77.15013575427956,28.695043827690817,77.33130874333396,driver_42255,True,False,False,False,False,False,True,False,False,False,False,False,False,16,2,12,0,0,42.61189193060135,28.25203137186864,39.78039077953468,0.3712616052681809,1
CNR4573994,CID8981945,2024-07-18,9.846844153615091,Sohna Road,Cyber Hub,189.0,8.42,10.1,23.3,3.8,5.0,2024-07-18 20:56:12,0,189.0,28.69359359256586,77.23172989069978,28.73378199366541,77.42320694720708,driver_16112,False,False,False,False,False,False,True,False,False,False,False,False,False,20,3,7,0,0,22.446553153616016,8.111587634695809,21.682347599104897,0.4281641956846827,1
CNR1080411,CID4827714,2024-08-04,11.268322848488534,India Gate,Rohini,978.0,7.94,13.1,40.9,3.8,4.4,2024-08-04 17:02:24,0,978.0,28.641463315996138,77.25632341747165,28.58344076456894,77.16204548793336,driver_82964,False,False,False,True,False,False,False,False,False,False,False,False,False,17,6,8,1,1,123.17378801337682,23.911979855452817,11.64790467300048,0.6176985029406523,1
CNR3251097,CID9702118,2024-10-25,3.7549245670032354,Ardee City,Khan Market,283.0,15.56,4.0,43.9,4.8,4.2,2024-10-25 20:11:34,0,283.0,28.71080291538551,77.23198674330675,28.778248623734488,77.31594246761644,driver_46280,False,False,False,False,False,False,False,False,False,False,False,False,False,20,4,10,0,0,18.187659499507745,6.446469101447174,21.266485740566186,0.3332942652329749,1
CNR8858026,CID7100848,2024-03-16,8.361942227247654,Rohini,Nirman Vihar,599.0,32.88,4.9,26.7,4.4,4.7,2024-03-16 12:17:14,0,599.0,28.562381947124763,77.24408397904492,28.707528076072087,77.31868724316823,driver_52845,False,False,True,False,False,False,True,False,False,False,False,False,False,12,5,3,1,0,18.21776100310946,22.43445608859715,73.88747441016987,0.254476018246986,0
CNR1251670,CID9515821,2024-03-19,14.675858666921584,DLF Phase 3,Connaught Place,326.0,24.37,9.4,37.5,4.0,4.3,2024-03-19 17:03:58,0,326.0,28.77311979140382,77.33743189971796,28.709383813059468,77.09969184228288,driver_20773,False,True,False,False,False,False,False,False,False,False,False,False,False,17,1,3,0,1,13.37710244656945,8.693333101511119,38.99193761289982,0.2197480286738351,0
CNR6594489,CID5706167,2024-10-17,17.68610421249413,Kadarpur,Central Secretariat,212.0,35.64,10.8,26.2,3.7,4.6,2024-10-17 09:35:07,0,212.0,28.571440183397787,77.06913303509262,28.677386377472843,77.43199781735882,driver_9277,False,False,False,True,False,False,False,False,True,False,False,False,False,9,3,10,0,1,5.9483724481376985,8.091602744595315,81.61813369893046,0.1399116986525112,0
CNR1300211,CID7007405,2024-02-19,6.17849271903921,Jhilmil,Noida Extension,185.0,36.65,3.5,33.7,4.2,4.6,2024-02-19 04:07:07,0,185.0,28.5136531136692,77.21407765877133,28.664822672041172,77.11864803321481,driver_77738,False,False,False,True,False,True,False,False,False,False,False,False,False,4,0,2,0,0,5.047748839079159,5.489614080426882,65.25210934342549,0.1016332068311195,0
CNR9941309,CID8562221,2024-07-04,5.689000740602313,Mehrauli,IGI Airport,662.0,18.7,7.9,37.2,4.4,4.9,2024-07-04 19:52:27,0,662.0,28.602794502239544,77.315454841966,28.71703683211191,77.1129508154351,driver_39930,False,False,True,False,False,False,True,False,False,False,False,False,False,19,3,7,0,1,35.401067625611354,17.79569844635219,30.16124167541665,0.3663693673418355,1
CNR2656535,CID9642107,2024-05-27,5.711656880195546,Rohini West,Sushant Lok,831.0,5.86,10.4,38.7,4.1,3.8,2024-05-27 19:54:45,0,831.0,28.615950172936767,77.06152460819715,28.784864319589737,77.13431284553721,driver_12530,False,False,False,False,False,False,True,False,False,False,False,False,False,19,0,5,0,1,141.80884952067413,21.472867662199803,9.08525723215933,0.5358239840804356,1
CNR2925013,CID4561148,2024-05-07,25.5311412820599,Sonipat,Jama Masjid,375.0,33.56,13.9,18.5,4.6,4.4,2024-05-07 15:43:33,0,375.0,28.465816994190444,77.11422833344912,28.49492960586919,77.1707900009925,driver_69797,False,False,False,False,False,False,False,False,False,False,False,False,False,15,1,5,0,0,11.174016353575198,20.270269174580044,108.84289023927492,0.1364227683905103,0
CNR8578639,CID3965721,2024-05-16,5.05090018218893,Arjangarh,Keshav Puram,492.0,27.07,4.5,35.8,4.3,4.2,2024-05-16 19:30:48,0,492.0,28.60633343956742,77.17005145938963,28.550662242590196,77.08957880788094,driver_3394,False,False,False,True,False,False,False,True,False,False,False,False,False,19,3,5,0,1,18.175100917063133,13.7430163758934,45.36863904697367,0.2755493208828523,1
CNR6352138,CID1958278,2024-11-07,5.000076637277544,Azadpur,New Delhi Railway Station,992.0,3.14,4.5,20.5,4.4,4.1,2024-11-07 15:29:39,0,992.0,28.4494259483605,77.24978509316811,28.52292821212559,77.2923820986595,driver_71144,False,False,True,False,False,False,False,False,False,False,False,False,False,15,3,11,0,0,315.923466266412,48.39024154193943,9.190217004242916,0.4396960950764007,1
CNR1726980,CID9766682,2024-05-25,6.398159543693484,Pataudi Chowk,Ghitorni,613.0,13.86,10.8,41.3,4.4,4.3,2024-05-25 15:12:24,0,613.0,28.509137481382503,77.20994747429265,28.627083956531273,77.270352419166,driver_41655,False,False,False,False,False,False,True,False,False,False,False,False,False,15,5,5,1,0,44.22799103694149,14.842614652721196,20.13556396770368,0.4772294405879951,1
CNR5886464,CID1793606,2024-11-14,6.025824219393493,Jhilmil,Udyog Bhawan,138.0,32.38,6.2,43.6,3.7,4.8,2024-11-14 09:59:51,0,138.0,28.71684150096737,77.33316608698408,28.485748980565106,77.05752277697545,driver_46837,False,False,False,False,False,False,False,True,False,False,False,False,False,9,3,11,0,1,4.26188992396881,3.1651375420840013,44.559571707011415,0.1357799539170507,0
CNR4741218,CID4851995,2024-05-13,8.219663271379629,New Delhi Railway Station,Lajpat Nagar,753.0,23.49,10.6,31.7,4.2,5.0,2024-05-13 08:01:18,0,753.0,28.760387704012768,77.20266605637377,28.68565194020877,77.24560108680276,driver_63603,False,False,True,False,False,False,False,False,False,False,False,False,False,8,0,5,0,1,32.05619276048562,23.75394246832989,44.460483671008824,0.3166674110835401,1
CNR7495221,CID1328604,2024-04-12,7.677249090875774,Saket A Block,Bhiwadi,91.0,30.93,4.0,30.3,4.4,4.9,2024-04-12 14:41:54,0,91.0,28.708962787312657,77.24901003116719,28.619369894442436,77.2547733192689,driver_21007,False,False,False,False,False,False,False,False,True,False,False,False,False,14,4,4,0,0,2.9421272892943,3.0033002309141836,61.24740347048817,0.0788910394265233,0
CNR3925816,CID9677015,2024-04-11,8.17715668490204,Khan Market,Arjangarh,132.0,10.76,6.4,29.4,4.7,3.8,2024-04-11 20:38:02,0,132.0,28.71250636415092,77.35137548729158,28.49279555972291,77.22972426326957,driver_64025,False,False,True,False,False,False,False,False,False,False,False,False,False,20,3,4,0,0,12.26765685244825,4.489795765653206,21.95913885890029,0.3958322297679683,1
CNR6692796,CID9017744,2024-04-08,17.84037533106229,Udyog Vihar,Raj Nagar Extension,162.0,28.16,14.3,19.3,3.6,4.9,2024-04-08 14:06:53,0,162.0,28.885951272747555,76.97856139845452,28.70865779775498,77.2493168273067,driver_61850,False,False,False,False,False,False,False,True,False,False,False,False,False,14,0,4,0,0,5.752840704799691,8.393781948508707,87.54376929398148,0.071426090590005,0
CNR4842772,CID1343043,2024-12-08,1.8271178998387747,GTB Nagar,Kalkaji,242.0,23.35,2.7,20.5,3.2,4.2,2024-12-08 16:58:02,0,242.0,28.515930898079908,77.16583709536134,28.417114990058188,77.14083582415745,driver_48715,False,False,True,False,False,False,True,False,False,False,False,False,False,16,6,12,1,0,10.364025252076006,11.804877472932803,68.34126339142423,0.1962963552576456,0
CNR8756053,CID8515897,2024-01-29,22.0484785231599,Lok Kalyan Marg,Chanakyapuri,485.0,9.97,14.7,42.1,4.4,4.8,2024-01-29 15:37:26,0,485.0,28.668084422352877,77.04617704157408,28.538527106776268,77.1906011760972,driver_79838,False,False,False,True,False,False,False,True,False,False,False,False,False,15,0,1,0,0,48.645932934209334,11.520189750114255,14.209005877901362,0.5329726461437694,1
CNR4249256,CID5822162,2024-10-16,10.854531422207046,Seelampur,Pulbangash,309.0,14.73,7.1,33.1,4.6,3.8,2024-10-16 08:00:34,0,309.0,28.535865112388493,77.25526128889786,28.63291385086512,77.37490067606049,driver_36986,False,False,False,True,False,False,False,True,False,False,False,False,False,8,2,10,0,1,20.977595317203303,9.335347149989513,26.70085794406415,0.415420701146361,1
CNR4032307,CID3589997,2024-02-21,10.435339486148518,Vaishali,Jor Bagh,144.0,48.97,10.1,15.7,4.5,4.2,2024-02-21 10:38:30,0,144.0,28.527070006650924,77.33364044435561,28.46006238615424,77.28032823740136,driver_84109,False,False,True,False,False,False,False,False,False,False,True,False,False,10,2,2,0,0,2.940575802724611,9.171973938090831,187.14578160847796,0.0571851634266182,0
CNR2015068,CID5919673,2024-06-27,15.87952451268768,Karol Bagh,IIT Delhi,753.0,18.14,10.2,23.6,4.2,5.0,2024-06-27 06:32:35,0,753.0,28.6073168357554,77.29704876867767,28.7433227360453,77.25503164763431,driver_42169,False,False,True,False,False,False,False,False,False,False,False,False,False,6,3,6,0,0,41.51047180206881,31.906778309034813,46.118526817304705,0.3255850594227504,1
CNR5892423,CID1714880,2024-05-10,8.63281006414688,Chhatarpur,Lajpat Nagar,481.0,33.94,8.6,25.5,4.7,4.8,2024-05-10 16:10:19,0,481.0,28.73079208998265,77.18286144008766,28.79538596242444,77.17898487273824,driver_75457,False,False,False,False,False,False,True,False,False,False,False,False,False,16,4,5,0,0,14.172067938359817,18.86274435832375,79.8586356267397,0.1733437381404174,0
CNR8475581,CID7147369,2024-11-19,2.9980562287306003,Munirka,Sikanderpur,951.0,41.67,3.5,24.9,3.2,4.7,2024-11-19 10:46:41,0,951.0,28.585687505686227,77.2731693117559,28.577802232676984,77.25925342727157,driver_10849,False,False,False,False,False,True,False,False,False,False,False,False,False,10,1,11,0,0,22.822173678373563,38.192769550491185,100.40939660386364,0.240862239089184,0
CNR9099803,CID9596304,2024-02-26,3.2126785595190364,IFFCO Chowk,Yamuna Bank,567.0,19.95,3.5,16.0,3.9,4.9,2024-02-26 15:05:25,0,567.0,28.63066813334493,77.23033571423116,28.72121366279674,77.23667241384388,driver_13392,False,False,True,False,False,False,False,False,True,False,False,False,False,15,0,2,0,0,28.42105120696485,35.43749778515639,74.81221945417705,0.2711299810246679,1
CNR5099761,CID7736784,2024-11-08,4.215804762534681,Noida Extension,Udyog Vihar Phase 4,85.0,35.22,4.3,24.6,4.3,3.6,2024-11-08 17:24:19,0,85.0,28.62113603899084,77.11086383610386,28.631116361893714,77.21044020554,driver_16332,False,False,True,False,False,False,False,False,False,False,False,False,False,17,4,11,0,1,2.4134014079102384,3.455284412386812,85.9022295067573,0.1315908602150537,0
CNR1303482,CID1882226,2024-09-21,5.495655682529389,Noida Extension,Noida Film City,1162.0,47.53,9.5,38.7,4.5,4.4,2024-09-21 15:06:08,0,1162.0,28.578038539984124,77.17389331085641,28.783687051450716,77.11463702358037,driver_31448,False,False,True,False,False,False,True,False,False,False,False,False,False,15,5,9,1,0,24.447716716858476,30.02583901742018,73.68980823285546,0.2739811457174638,1
CNR2274551,CID4120587,2024-06-27,19.4044863187969,Raj Nagar Extension,Rohini West,305.0,5.04,10.7,33.7,4.1,4.7,2024-06-27 21:20:58,0,305.0,28.647660622247297,77.41206296314517,28.898483024747726,77.333414477757,driver_21085,False,False,True,False,False,False,False,False,False,False,False,False,False,21,3,6,0,0,60.51586100875773,9.050444835298372,8.973277792383751,0.4263003595644133,1
CNR4545758,CID4693441,2024-12-26,3.3716110649473396,Old Gurgaon,Rajouri Garden,377.0,17.12,5.3,31.2,4.2,4.2,2024-12-26 19:36:53,0,377.0,28.500878226838847,77.30165780973401,28.51333196761473,77.12869884923786,driver_66209,False,False,False,False,False,False,False,False,False,False,False,False,False,19,3,12,0,1,22.02102675110825,12.08333294604702,32.92301360958921,0.3658114312558722,1
CNR4500275,CID5571827,2024-02-12,6.931616978078989,Pitampura,Chanakyapuri,133.0,29.24,3.8,33.1,4.1,4.5,2024-02-12 14:10:42,0,133.0,28.60801392284988,77.28060147098867,28.536564798790913,77.07252379785336,driver_81655,False,True,False,False,False,True,False,False,False,False,False,False,False,14,0,2,0,0,4.5485634559314825,4.018126766823965,53.00292507022645,0.0938681818181818,0
CNR4063924,CID3084505,2024-04-10,7.417658936998739,Qutub Minar,Aya Nagar,427.0,3.51,5.8,20.0,3.2,4.6,2024-04-10 09:24:59,0,427.0,28.536498114722512,77.20617595113733,28.685400861823428,77.36613671407869,driver_45090,False,False,False,False,False,False,False,False,False,True,False,False,False,9,2,4,0,1,121.65238699362196,21.349998932500053,10.52996841009477,0.4808462962962962,1
CNR4309384,CID1226806,2024-01-12,17.26411044873848,Malviya Nagar,Badshahpur,107.0,20.22,10.6,22.7,4.4,5.0,2024-01-12 20:05:07,0,107.0,28.54250500453215,77.13183840806991,28.712852580100677,77.09416059744429,driver_61113,False,False,True,False,False,False,True,False,False,False,False,False,False,20,4,1,0,0,5.291790044916417,4.713656180015146,53.44479265693571,0.0788061207609594,0
CNR4422310,CID9105562,2024-07-18,14.462162231805264,Central Secretariat,Khandsa,357.0,27.22,8.4,33.2,4.8,4.2,2024-07-18 19:18:15,0,357.0,28.443262307194523,77.23189406170866,28.696980695027182,77.21239246624077,driver_80240,False,False,True,False,False,True,False,False,False,False,False,False,False,19,3,7,0,1,13.115355873792952,10.753011724306877,49.19268218189966,0.2260360134809821,0
CNR3205164,CID5830569,2024-01-24,10.26274159881965,Ashram,Green Park,269.0,34.42,7.2,36.7,3.2,4.2,2024-01-24 15:00:01,0,269.0,28.673124521664334,77.37643967519396,28.56791236741233,77.19320787076867,driver_37884,True,False,False,False,False,False,False,False,False,False,False,False,False,15,2,1,0,0,7.815223480092287,7.329700072760216,56.27238756557891,0.1047900581702802,0
CNR3028878,CID7208445,2024-03-15,7.880249367468082,Cyber Hub,IGNOU Road,257.0,3.98,9.8,17.3,4.4,4.7,2024-03-15 11:38:26,0,257.0,28.63655839290273,77.33724786550741,28.53416933500593,77.40446813209645,driver_19710,False,False,False,False,False,True,False,False,False,False,False,False,False,11,4,3,0,0,64.57284809727435,14.855490470780897,13.803420334958377,0.4072660418482999,1
CNR3536505,CID8521995,2024-03-31,4.87832371995605,New Colony,Udyog Bhawan,1040.0,46.06,4.1,15.6,4.5,3.5,2024-03-31 08:29:42,0,1040.0,28.53693830997165,77.2772357514802,28.588735706111105,77.07515929859993,driver_31166,True,False,False,False,False,False,True,False,False,False,False,False,False,8,6,3,1,1,22.579243973529223,66.66666239316267,177.15316479552004,0.3454402162353775,1
CNR3158877,CID1349503,2024-07-24,9.249929860500506,Kashmere Gate,Tilak Nagar,198.0,10.46,7.9,33.9,4.2,4.5,2024-07-24 20:50:46,0,198.0,28.456338919855625,77.32088527553749,28.46356859336466,77.28401070091033,driver_70498,True,False,False,False,False,True,False,False,False,False,False,False,False,20,2,7,0,0,18.92925249242328,5.840707792309505,18.51324156948395,0.4444016254063516,1
CNR2626047,CID4696677,2024-09-21,14.218750986502071,Shastri Nagar,Vishwavidyalaya,548.0,34.49,11.5,24.8,4.9,4.3,2024-09-21 08:46:29,0,548.0,28.539171059974183,77.2213899910306,28.536452629361744,77.12382056263657,driver_86541,False,False,True,False,False,False,True,False,False,False,False,False,False,8,5,9,1,1,15.888662920015571,22.09677330254946,83.44334650803265,0.2816239980449657,1
CNR2312740,CID4961649,2024-05-02,8.790777003039642,Sultanpur,IIT Delhi,273.0,31.65,4.4,32.0,4.9,4.6,2024-05-02 09:54:56,0,273.0,28.44561603953525,77.14616651298019,28.606337568782653,77.08777171966945,driver_45635,False,False,True,False,False,False,False,True,False,False,False,False,False,9,3,5,0,1,8.625592144531055,8.531249733398447,59.34363873067738,0.1982995538778311,0
CNR4538539,CID4014402,2024-06-25,12.158289571104026,Kashmere Gate,Pulbangash,320.0,22.19,7.3,30.7,4.3,4.9,2024-06-25 04:37:39,0,320.0,28.646278679088237,77.19169847548092,28.7475604307662,77.16089750574648,driver_57538,False,False,True,False,False,False,True,False,False,False,False,False,False,4,1,6,0,0,14.42090967008068,10.423452429203504,43.36799341760245,0.1762616968266457,0
CNR8973788,CID8785343,2024-06-17,1.8048495706060184,Ardee City,Satguru Ram Singh Marg,376.0,49.09,3.6,22.4,3.1,4.4,2024-06-17 18:04:28,0,376.0,28.62433038843377,77.0733256697114,28.621723647698236,77.13700603793149,driver_89388,False,False,True,False,False,True,False,False,False,False,False,False,False,18,0,6,0,1,7.659400943992647,16.785713536352073,131.49071922128783,0.1795992123030757,0
CNR8590681,CID6989741,2024-04-07,12.19631954099274,Yamuna Bank,Manesar,611.0,6.6,8.4,41.9,4.4,3.9,2024-04-07 23:52:19,0,611.0,28.69433867823525,77.30927686326653,28.54047896362108,77.16201423327794,driver_36734,False,False,True,False,False,True,False,False,False,False,False,False,False,23,6,4,1,0,92.57574354912975,14.5823385541208,9.451060451942071,0.5303424650938855,1
CNR1242480,CID2708995,2024-06-20,7.051301902083613,Ambience Mall,Kalkaji,258.0,17.27,4.9,42.8,3.7,3.3,2024-06-20 14:12:07,0,258.0,28.526434078739825,77.21951944574248,28.53616780112771,77.15991140534177,driver_61236,False,False,False,True,False,False,False,False,False,False,False,False,False,14,3,6,0,0,14.939200061424431,6.0280372423355795,24.210246434233973,0.2539921472792441,0
CNR5984890,CID2865399,2024-09-21,2.438189552557035,Kanhaiya Nagar,Hauz Khas,545.0,43.03,3.7,23.9,4.2,4.1,2024-09-21 21:40:26,0,545.0,28.63715190135525,77.16174879077738,28.7009440924347,77.18721994125154,driver_68633,False,False,False,False,False,False,False,False,True,False,False,False,False,21,5,9,1,0,12.665581857643929,22.80334632621982,108.02483341046008,0.2179615869484612,0
CNR5762821,CID8566550,2024-06-22,13.738756302407754,Paschim Vihar,Vatika Chowk,181.0,36.66,10.0,23.5,4.3,4.6,2024-06-22 19:34:19,0,181.0,28.721517873360497,77.1691891490526,28.600909058355192,77.21757439421042,driver_20750,False,False,False,False,False,False,True,False,False,False,False,False,False,19,5,6,1,1,4.9372611855629795,7.702127331824369,93.59976102188676,0.175802688172043,0
CNR1603585,CID2981465,2024-03-23,7.934048515962531,Jama Masjid,Rajiv Nagar,789.0,39.74,4.5,40.3,4.2,4.5,2024-03-23 14:55:09,0,789.0,28.439474231931104,77.31791869479395,28.452571333479455,77.20742360688402,driver_38046,False,False,True,False,False,False,False,True,False,False,False,False,False,14,5,3,1,0,19.854050834070183,19.57816328590166,59.16616501315383,0.2654896434634974,1
CNR3139264,CID4925310,2024-10-11,23.047218526311656,Gwal Pahari,Badshahpur,211.0,5.55,12.3,38.6,4.6,3.7,2024-10-11 11:37:40,0,211.0,28.589764026806183,77.38436353124136,28.593775343590416,77.16770132570791,driver_91836,False,False,False,False,False,False,False,False,True,False,False,False,False,11,4,10,0,0,38.01801116792591,5.46632110190878,8.626929595446224,0.4102259276524333,1
CNR7464446,CID8859000,2024-10-15,17.529629216443517,Jahangirpuri,Paharganj,727.0,31.86,9.5,44.9,3.2,3.2,2024-10-15 07:37:32,0,727.0,28.66238133296387,77.13839826773851,28.65034093351171,77.2748246313853,driver_65695,False,False,True,False,False,False,False,True,False,False,False,False,False,7,1,10,0,1,22.81858057694349,16.19153638771634,42.57455335248995,0.2765021134593993,1
CNR2877469,CID9773529,2024-09-17,7.276353239356854,Saket,Mansarovar Park,357.0,22.29,8.5,33.5,4.6,4.2,2024-09-17 09:46:55,0,357.0,28.70821933034778,77.27587432679113,28.53292807137286,77.22412786652268,driver_12223,True,False,False,False,False,False,False,False,True,False,False,False,False,9,1,9,0,1,16.01615002170704,10.65671609979952,39.922316557044965,0.2471402628434886,0
CNR1205322,CID9615924,2024-04-25,25.752632402769905,Udyog Vihar Phase 4,Green Park,334.0,40.56,14.9,39.4,4.2,4.3,2024-04-25 18:59:34,0,334.0,28.57318501622066,77.27017156326845,28.52695336180138,77.13347345641141,driver_34850,False,False,True,False,False,False,False,False,True,False,False,False,False,18,3,4,0,1,8.234713800919286,8.47715714524982,61.76640340141614,0.1608514345923164,0
CNR9985501,CID9950367,2024-02-25,8.66341220724147,Saket,Seelampur,103.0,44.84,8.6,20.2,4.2,4.9,2024-02-25 21:39:26,0,103.0,28.528140421448025,77.14143175942382,28.688537721059284,77.30953684282848,driver_58971,False,False,True,False,False,False,False,True,False,False,False,False,False,21,6,2,1,0,2.2970561485937524,5.099009648563879,133.18772320478257,0.09283889943074,0
CNR4345073,CID9913236,2024-11-03,4.027126056403958,Sultanpur,Narsinghpur,1362.0,46.3,2.9,15.5,5.0,4.6,2024-11-03 18:02:26,0,1362.0,28.540636486163613,77.11572072817508,28.599504128470382,77.16818345872852,driver_82709,False,False,True,False,False,False,False,False,True,False,False,False,False,18,6,11,1,1,29.416846016914775,87.87096207284117,179.22511267698317,0.3859395263372805,1
